System,Setting,Bucket,Theme,Tweet,anno_1,anno_2,Agree,tiebreak_1,tiebreak_2,,,,,,,,
Fang,Sync,75-100,SchoolBoardFinances/GasInfrastructure,"Government-Controlled Power comes with a price tag of $13,500,000,000  – three times Maine’s annual budget.  Do you think this is a good idea? 

Tell us right now: https://bit.ly/31N2eg2. ",0,1,FALSE,0,,,,,,,,,
Fang,Sync,75-100,AntiGridDeregulation/PoliticalActionAds,"Are you respected by politicians?

Unless you are politically feared, you will not be politically respected.

Learn WHY this works…. Learn HOW YOU can be feared AND respected by politicians in the fight for liberty.

This is practical, no-nonsense training built around cutting-edge political strategies and tactics.

If you are tired of crony-capitalism, corporate handouts and politicians only looking out for their next re-election, this class might be for you.

If you are ready to DO something to take back power from the politicians and elites for “We The People,” you NEED to attend this class on Saturday, May 8th, 2021 in Leesburg, VA.

This intense one-day training covers:

The Real Nature of Politics - why just ""educating"" people alone won't result in change;

The Biggest Lie in Politics - and how the political class uses your convictions against you;

How to work effectively at the Capitol - getting a bill sponsor and a roll call vote despite the leadership; and

How to put pressure on legislators.

All of our instructors have years of experience putting these principles to work in multiple states.

Many have worked on federal, state and local campaigns, including major presidential campaigns, and successful campaigns for U.S. Senate and Congress. They know what works, and also what has been proven not to work in getting politicians to vote right.

This class will teach you how to turn your passion into effective action to advance liberty.

If you’re ready to learn how to be effective AND feared by politicians, click here to register for this class on Saturday, May 8th, 2021 in Leesburg, VA. We’ll even thrown in lunch. ",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,AntiGridDeregulation/PoliticalActionAds,"How YOU can become effective in politics and make the politicians do what YOU want

STARTS ON Saturday, April 10th, 2021 - 9:00 AM

Are you respected by politicians?

Unless you are politically feared, you will not be politically respected.

Learn WHY this works…. Learn HOW YOU can be feared AND respected by politicians in the fight for liberty.

This is practical, no-nonsense training built around cutting-edge political strategies and tactics.

If you are tired of crony-capitalism, corporate handouts and politicians only looking out for their next re-election, this class might be for you.

If you are ready to DO something to take back power from the politicians and elites for “We The People,” you NEED to attend this class on Saturday, April 10th, 2021 in Wiliamsburg, VA.

This intense one-day training covers:

The Real Nature of Politics - why just ""educating"" people alone won't result in change;

The Biggest Lie in Politics - and how the political class uses your convictions against you;

How to work effectively at the Capitol - getting a bill sponsor and a roll call vote despite the leadership; and

How to put pressure on legislators.

All of our instructors have years of experience putting these principles to work in multiple states.

Many have worked on federal, state and local campaigns, including major presidential campaigns, and successful campaigns for U.S. Senate and Congress. They know what works, and also what has been proven not to work in getting politicians to vote right.

This class will teach you how to turn your passion into effective action to advance liberty.

If you’re ready to learn how to be effective AND feared by politicians, click here to register for this class on Saturday, April 10th, 2021 in Wiliamsburg, VA. We’ll even thrown in lunch.",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,CleanEnergyGoals,"The fossil fuel industry is a direct assault on our public health.
 
Our community’s health depends on transitioning away from fossil fuels so we can all have clean air and fresh water.
 
Add your voice and we can stop fossil fuel expansion, phase out existing fossil fuels and ensure a just transition for all.",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,CleanEnergyGoals,"Did you know that the Great Lakes State is a leader in renewable energy use and generation, especially wind energy? Michigan is one of the top 15 states for wind power, and it’s expected to bring more online this year.",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,BellbrookSugarcreekConservativeElections,"This November the Patriots of Bellbrook-Sugarcreek will decide
 what kind of a Government will hold power in our community.

Will you vote for candidates who believe in GOD, Family, and Country, and hold dear the same values you cherish as an American Citizen. 

Candidates we recommend:

Sugarcreek Township Trustee:
*Fred Cramer
*Marvin Moeller

Bellbrook City Council:
*Kathy Cypher
*Brad Harding
*Forest Greenwood

Bellbrook School Board
*Mike Kinsey
*Heidi Anderson
*Audra Dorn
*Kevin Price

The WOKE Progressive Candidates Election 21 does NOT RECOMMEND ARE:
SugarCreek Trustee:
*Kim McCarthy - Radical Socialist-refuses to stand for our Flag, High Tax supporter, wants to force her world view on the community
*Bob Baird- Bad decisions as Bellbrook Mayor, High Tax supporter, questionable character flaws

Bellbrook City Council:
*Meredith Brinegar- Radical  Socialist, Woke values, High Tax supporter, can not be trusted, should never sit in a position of power

Bellbrook School Board
*Josh Pressnell- To radical, WOKE values, sends his kid to school somewhere else, High Tax supporter
*Sara Williamson-To radical, WOKE values, High Tax supporter, Not qualified, bad temperament
*Katherine Kipling, to radical, WOKE values, High tax supporter tax
**NOTE: these are the 3-radical, ""woke"" candidates are who the Bellbrook Teachers Union wants to be elected, in order to control the school board.",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,BellbrookSugarcreekConservativeElections,"If you did not believe we have “woke progressive’s” trying to change the core values of what made our community great in Bellbrook-Sugarcreek, you are wrong. 

There is woke band of progressives running for political offices, in Bellbrook, Sugarcreek, and our School Board. 

These candidates will try and influence our community and indoctrinate our children, into their progressive worldview through the power of the office they are seeking.

Power, our community should never give them.

The battle for the values which has made Bellbrook-Sugarcreek great starts at the ballot box this November.

Cast your vote for the Candidates who embraces the values you hold dear. God, Family, and County.

Election Watch 21. ",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,inflation,"First, DC liberals spent trillions of our dollars. Now, Americans are facing record inflation and are paying more for gas and groceries. Their plan now: Nancy Pelosi and her liberal allies are pushing for new tax hikes and another socialist healthcare plan.
 
Click below and sign up to tell Cindy Axne enough is enough.",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,renewables,"UMaine Farmington Physics Professor, Paul Stancioff, PhD., and Maine nature-lover, Cynthia Stancioff, detail out the math comparing fossil fuel and hydro emissions. Especially in colder regions like Quebec, CO2 emissions from hydro are far below that of either coal or natural gas.",0,0,TRUE,,,,,,,,,,
Fang,Sync,75-100,ConservativePoliticsEvents,"Please join Ohio Citizen Action's Executive Director, Rachael Belz in her upcoming online discussion with special guest Neil Waggoner, Sr. Campaign Representative for the Sierra Club.

Rachael and Neil will talk about the OVEC bailouts and the ongoing campaign to repeal all of House Bill 6.   
​​​
Please join Rachael and Neil to talk about why it’s time to retire these dirty coal plants and protect the health of every Ohioan! 

Register here: https://tinyurl.com/m57mjds2. ",0,0,TRUE,,,,,,,,,,
Fang,Sync,75-100,ConservativePoliticsEvents,"Andrea and Orlando welcome Bobby Eberle, Conservative Political Strategist, talk show host (13 minute News Hour), commentator, LeadershipLATINO instructor, and owner of GOPUSA.com and Julio Rojas-Aguilar, Manager of Donor Relations for the Institue of Humane Studies. Bobby brings us up to date on his work and travels around the state and country. Julio, a native of Peru, discusses his introduction to the ideas and benefits of free markets and free societies by his high school history teacher and the influence this has had on his life and career.

More about Bobby Eberle:
https://bobbyeberle.com/
https://bobbyeberle.com/13-minute-news-hour/
https://www.gopusa.com/

More about Julio Rojas-Aguilar:
https://theihs.org/people/julio-rojas-aguilar/
https://www.facebook.com/InstituteforHumaneStudies

Watch TLC Live! On Facebook (https://www.facebook.com/TLCforTexas) or on YouTube (https://www.youtube.com/channel/UCTi1LGIYZDNRyEL08eYm90Q), and Comment Live on Facebook Every Wednesday at 11 AM!",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,TPUSAAd,"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every week day starting at 5 PM ET / 2 PM PT.

Hour 1: Charlie Kirk, Poplitics with Alex Clark, Human Events with Jack Posobiec & Freedom Seeds with Isabel Brown  

Hour 2: Join us for our daily real-talk hour with Jon Root and special guests Will Witt, Morgan Zegers, Kendall Jones, Jordan Rachel, and more as they break down what’s happening across the movement.

Hour 3: Tune into The Spillover with Alex Clark as she dives into this week's juicy ConservaTEA.",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,TPUSAAd,"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every week day starting at 5 PM ET / 2 PM PT.

Hour 1: Charlie Kirk, Poplitics with Alex Clark, Human Events with Jack Posobiec & Freedom Seeds with Isabel Brown  

Hour 2: Join us for our daily real-talk hour with Jon Root and special guests Charlie Kirk, Benny Johnson & Alex Marlow as they break down what’s happening across the movement.

Hour 3: Tune into Freedom Papers with Morgan Zegers & special guest Freedom Caucus Chair Congressman Andy Biggs as they dissect the Federalist and Anti-Federalist Papers.",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,DomesticOilAndGasProduction,"""I hope people are paying attention. Outside the oil and gas producing states, they don't understand how they get electricity, how their homes are heated."" - Brook Simmons, Petroleum Alliance President

The Biden administration may want to shut down oil and gas production, but that's just a fantasy. Our industry — the bedrock of the state of Oklahoma — is here to stay. 

Learn more from Simmons and other industry experts in this recent article from The Journal Record: https://bit.ly/3cgTUGT. ",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,DomesticOilAndGasProduction,"It was 10 years ago that Hilcorp made its entry into Alaska and what an impact it’s made. Hilcorp is now the largest field operator in the state, based on operated oil and gas volume. It operates more than 1,700 producing wells, with gross production of about 345,000 barrels of oil/day and 150 million cubic feet of gas/day.

“We’re here to grow for decades to come,” Jill Fisk, Hilcorp Alaska senior asset team leader for Prudhoe Bay west, told the Resource Development Council’s annual conference.

At Prudhoe Bay, Hilcorp has halted the massive field’s 4%/year production decline without any major projects or drilling any new wells. It has experienced world-class results from Milne Point’s viscous oil in Schrader Bluff and is taking its polymer flooding technology to Prudhoe Bay.

“Alaska has clearly been a big win for Hilcorp, but we also believe our success in Alaska is a big win for Alaska and the people that live here,” Fisk said. You can watch Fisk’s entire presentation here. https://vimeo.com/647472375. ",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,ClimateChange,"Caribou mothers and their young face imminent danger if oil companies move forward with drilling in the Arctic National Wildlife Refuge. Please join us as we make sure their sanctuary is not destroyed. Plus, donate now and have your gift MATCHED!",1,0,FALSE,0,,,,,,,,,
Fang,Sync,75-100,ClimateChange,"Picture the ocean: Colorful fish, massive whales, amazing coral reefs. But more and more what we actually see is trash, pollution, and overfished waters. Join Earthjustice today and together we’ll curb pollution, stop oil spills, and keep our oceans safe.",1,0,FALSE,1,,,,,,,,,
Fang,Sync,75-100,Pipeline,"It’s time to shut down the Dakota Access Pipeline. It is operating without a permit and in violation of key environmental laws, needlessly endangering the Standing Rock Sioux Tribe for the sake of oil industry profits.

The Biden administration can be on the right side of history. Tell President Biden to shut down the Dakota Access Pipeline. Text NoDAPL to 43428.",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,Pipeline,"NEW REPORT: Crude oil pipelines are a key enabler of the climate crisis and must be addressed as a collective threat. President Biden rightly canceled the Keystone XL pipeline on his first day in office. ❌🛢️❌ But three other equally destructive pipelines still have a green light from the government even though they sidestepped environmental protection laws and put our waterways at risk. Read more about why these pipelines, with all of their similarities, must all be stopped by the Biden administration. ➡️ https://bit.ly/2OlPer0 350.org.",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,BuildBackBetterAct,"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Gomez, for putting California's working families first by voting to create clean energy jobs right here and take on climate change right now.",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,BuildBackBetterAct,"Huge news: The House just voted to pass the Build Back Better Act!

Thank you, Rep. Horsford, for putting Nevada's working families first by voting to create clean energy jobs right here and take on climate change right now.",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,AntiGridDeregulation,"Take our poll: https://bit.ly/34w9wFZ

The plan for a government-takeover of Maine’s power grid would cost $13.5 billion. That’s more than $17,000 in debt for average customer. What do you think of the plan?",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,AntiGridDeregulation,A handful of politicians in Augusta are planning to forcibly seize Maine’s power grid through eminent domain. How do you feel about the plan?  Take our poll: https://bit.ly/31N2eg2.,1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,LiberalTaxHikes,"First, DC liberals spent trillions of our dollars. Now, Americans are facing record inflation and are paying more for gas and groceries. Their plan now: Nancy Pelosi and her liberal allies are pushing for new tax hikes and another socialist healthcare plan.
 
Click below and sign up to tell Ed Perlmutter enough is enough.",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,LiberalTaxHikes,"First, DC liberals spent trillions of our dollars. Now, Americans are facing record inflation and are paying more for gas and groceries. Their plan now: Nancy Pelosi and her liberal allies are pushing for new tax hikes and another socialist healthcare plan.
 
Click below and sign up to tell Tom Malinowski enough is enough.",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,NativeAmericanCulturalPreservation,"A Conversation about Renewable Energy with All Four of the Living Standing Rock Sioux Tribe Chairmen of the Last 40 Years.

Please join us on Thursday, April 15th at 2:00 pm (EST) for a historic, live conversation about renewable energy with ALL four of the living Standing Rock Sioux Tribe (SRST) Chairmen of the last 40 years.

SAGE Development Authority is honored to welcome four esteemed panelists for our next Anpetu Wi Dialogue:

Charles Murphy
Former SRST Chairman
1983-93, 1997-2005, 2009-2013

Ron His Horse is Thunder
Former SRST Chairman
2005-2009

Dave Archambault II
Former SRST Chairman
2013-2017

Mike Faith
SRST Chairman
2017-Present

The panelists will discuss renewable energy during their terms, the current effort to build the Anpetu Wi wind farm, and their individual viewpoints on development at Standing Rock.

SAGE Development Authority's General Manager, Joseph McNeil, Jr., will moderate.

The conversation is part of our monthly talk series titled For Generations to Come: Anpetu Wi Dialogues from Standing Rock. The talks in the series are devoted to raising awareness for Native American issues and our efforts to develop Anpetu Wi – a utility-scale wind farm - on our ancestral land at Standing Rock.",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,NativeAmericanCulturalPreservation,"Please join us on Thursday, June 17th at 2 pm EST for a live, virtual conversation about protecting and preserving sacred sites; places of cultural significance that tie Indigenous peoples to their ancestors and stories. 

SAGE Development Authority is honored to welcome four esteemed panelists for our next Anpetu Wi Dialogue:

Jon Eagle, Sr. 
Tribal Historic Preservation Officer
Standing Rock Sioux Tribe

Joseph McNeil, Jr. 
General Manager
SAGE Development Authority 

Joseph Smith
Land Management Director
Standing Rock Sioux Tribe

Fawn Wasin Zi
Chairwoman
SAGE Development Authority

The conversation is part of our monthly talk series titled For Generations to Come: Anpetu Wi Dialogues from Standing Rock. The talks in the series are devoted to raising awareness for Native American issues and our efforts to develop Anpetu Wi – a utility-scale wind farm - on our ancestral land at Standing Rock.",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,OilTheft/ClimateLeader,"On July 21, our driver also reported #oiltheft at the Olde Mill Inn in Basking Ridge, NJ, where a Buffalo Biodiesel vat had been broken into and robbed by thieves who cut the lock and pulled out the lockbar as shown here. Buffalo Biodiesel recycles the used cooking oil to make sustainable biofuel—instead, it’s being targeted by organized crime across state lines. Please report any relevant information to Bernards Township PD and help us stop these criminals. 
News 12 New Jersey  NorthJersey.com  The Star-Ledger  NJ.com  NJ Spotlight News  ABC7NY  CBS New York. ",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,OilTheft/ClimateLeader,"On July 6, one of our drivers reported #oiltheft at McGillicuddy's in New Paltz, NY, where this Buffalo Biodiesel vat had been broken into and robbed, shown here unsecured and partly dissembled by thieves. 

Buffalo Biodiesel recycles restaurants' used cooking oil to make renewable biofuel, but organized crime groups appear to be targeting it across the region. Please report any relevant information to the Town of New Paltz Police Department and help us stop these criminals. 
New Paltz Times  News 12 Hudson Valley  Hudson Valley Post  Spectrum News 1 Hudson Valley  WTEN  Daily Freeman  WAMC Northeast Public Radio  Poughkeepsie Journal  lohud  recordonline.com. ",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,NaturalGasIncentive/CleanEnergyPetition,"Residents of Addison County are going to want to take advantage of this unique opportunity 👀

For a limited time we are offering $500 cash to eligible households just for switching to natural gas 💵 💵 💵

How do you get your $500?
✅ Click [Learn More]
✅ Review the Coverage Map
✅ Sign up for a free estimate
✅ Receive $500 cash once the conversion is complete

In order to receive $500 you must...
✔️ Sign up before 03/31/22
✔️ Turn on your meter before 09/30/22

So don't wait, sign up for a free estimate today!",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,NaturalGasIncentive/CleanEnergyPetition,"Residents of Franklin County are going to want to take advantage of this unique opportunity 👀

For a limited time we are offering $500 cash to eligible households just for switching to natural gas 💵 💵 💵

How do you get your $500?
✅ Click [Learn More]
✅ Review the Coverage Map
✅ Sign up for a free estimate
✅ Receive $500 cash once the conversion is complete

In order to receive $500 you must...
✔️ Sign up before 03/31/22
✔️ Turn on your meter before 09/30/22

So don't wait, sign up for a free estimate today!",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,CleanEnergyProjects,Protect affordable energy and consumer choice in New York! Sign the petition today.,0,1,FALSE,1,,,,,,,,,
Fang,Sync,75-100,CleanEnergyProjects,Protect affordable energy and consumer choice in New York. Sign the petition today!,0,1,FALSE,1,,,,,,,,,
Fang,Sync,75-100,ColoradoAirQuality/SupportingBlackWomen,"Congratulations Cleo Parker Robinson!! CBWPA's 43rd Annual Tribute to Black Women ""Legend"" Honoree! 

Join us Saturday, October 9th, as we celebrate Cleo and our 2021 honorees! Visit our website for event information: https://www.cbwpa.org/43rd-annual-tribute-to-black-women-luncheon/

CLEO PARKER ROBINSON is founder and artistic director of the nearly 51-year-old Denver-based artistic institution, CLEO PARKER ROBINSON DANCE (CPRD), leading a professional Ensemble, a second company (Cleo II), a Youth Ensemble, an Academy of Dance, an International Summer Dance Institute, a 240-seat theatre which bears her name, and numerous community outreach programs throughout Colorado, nationally, and internationally. She is the recipient of honors and awards from corporate, civic, community, and artistic entities world-wide, and is continually called upon by a myriad of organizations and performance venues to bring her Ensemble for performances, teaching residencies and motivational workshops. A master teacher/choreographer and cultural ambassador, she and her Ensemble have performed nationwide and internationally throughout Europe, the Caribbean, Asia, and the African continent, with their most recent international tours taking them to Bogota, Colombia in the Spring of 2019 and Mexico in Fall 2019.

Ms. Parker Robinson’s numerous awards and honors include the Colorado Governor’s Award for Excellence (1974), Denver Mayor’s Award (1979), induction into the Colorado Women's Hall of Fame (1989) and the Blacks in Colorado Hall of Fame (1994). Recognized in Who’s Who in America Colleges and Universities she holds an Honorary Doctorate from Denver University (1991), an Honorary Doctorate of Humane Letters from Colorado College (2003), and an Honorary Doctorate of Public Service from Regis University in Denver (2008). The University of Denver honored her with an Alumni Award in May of 2021, and in June of 2021, she is receiving a 2020 Honorary Degree, Doctor of Humane Letters, Honous Causa from CU Boulder.  
In 1991, Ms. Parker served on the task force for the creation of a permanent location for the Denver School of the Arts (DSA), Denver’s first performing arts magnet school, and was subsequently honored In September 2017 at their 7th Annual Fall Gala, in recognition of her long-term commitment to excellence in arts education. She is also co-founder of the National Bahamian Dance Company, based in Nassau.   
In 2011, Ms. Parker Robinson was voted an Honorary Lifetime Trustee of the Denver Center for the Performing Arts, in recognition of her longtime commitment and lasting impact on the Center.  In June 2017, she became the recipient of the highly prestigious DanceUSA Honor Award and in September 2017, the Randy Weeks Arts Leadership Award from the Denver School of the Arts. 

Ms. Robinson has served on NEA panels on Dance, Expansion Arts, Arts America, and Inter-Arts panels for the USIS. Ms. Robinson is a regular panelist for the National Foundation for Advancement in the Arts as well as other national task forces, boards and committees in the arts arena. In April 1999, she was appointed by then President William Jefferson Clinton, with Senate confirmation, to serve for four years on the National Council on the Arts, a 14-member panel advising the Chairman of the NEA on agency policy and programs, and reviews and making recommendations to the Chairman on grant applications. 

Since 2011 and 2012, Ms. Parker Robinson has returned to her greatest passion, the art of the choreographer, creating and presenting two new full-length works, “Dreamcatchers: The Untold Stories of the Americas” and the riveting world premiere of her “Romeo and Juliet”, which was first presented in collaboration with the Colorado Symphony Orchestra. Her work “On the Edge…  Reaching to Higher Ground” premiered in October of 2014 in answer to resurging racial and human rights infractions both nationally and internationally. In Spring 2017, audiences were thrilled with the re-staging of two of her works melding the worlds of classical and jazz composition with the power, passion and beauty of modern dance – “Romeo and Juliet” and “Porgy and Bess”. Fall 2017 saw the premiere of her “Copacetic: A Tribute to Jonathon “JP” Parker”, honoring her father. In the Spring of 2018, she premiered “Lark Ascending” in collaboration with the Boulder Philharmonic. Her “Rhapsody in Black”, created in collaboration with CPRD Associate Artistic Director, Winifred R. Harris, premiered at the Newman Center for the Performing Arts, University of Denver.  In January 2019, in collaboration with the Denver Brass, she choreographed an innovative interpretation of Bernstein’s “On the Town” and Spring 2019 saw the premiere of her collaboration with the Colorado Ballet, entitled “The MOVE/ment” as part of the Tour de Force performance series at the Ellie Caulkins Opera House, Denver Center for the Performing Arts. Her most recent choreographic project brought her to UMKC in Kansas City to set a work on the students of CPRDE alum Gary Abbot, entitled “Check Cashing Day” in tribute to the jazz genius of Bobby Watson and Milt Abel. She is currently working on a new work entitled “Standing On the Shoulders” commissioned by the Vail International Dance Festival for premiere in August 2021.  
   
Cleo Parker Robinson continues to be dedicated to celebrating the human experience and potential through the Arts and Education. Her life-long vision of “One Spirit, Many Voices” remains strong and steadfast, expanding to welcome, embrace, and sustain all people.",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,gun rights,"Fellow Patriots,

On November 2nd, Virginia will be restored, or further destroyed. 

In any political venture, it is the number and ability of activists on either side that will determine who wins, and who is defeated.  This is why, over the past 18 months, here at the Virginia Constitutional Conservatives, we have been working night and day to prepare for the 2021 Virginia State Election.

In addition to defeating numerous gun grabs by the Richmond Radicals, we have hosted training programs for over 600 conservative activists, held dozens of meetings around the Commonwealth, recruited and trained candidates and campaign staff and built an army of true conservative fighters, who will never back down, never compromise and never retreat.

But without your help, we will lose.

Time and again I have explained how your donations have been the ammunition we have used to stop Northam's Gun Ban, Simon's Homemade Gun Ban and numerous other anti-constitutional efforts.  It has been your donations that have armed our team to fight and win.

But now comes the biggest challenge; and that is to rip the Richmond Radicals from power and elect true conservative fighters to roll back every single gun grabbing and unconstitutional piece of bad legislation passed over the past 2 years.

To achieve this, not only have we created the Restore Virginia Now Program, and you can click here for for details( https://www.restorevirginianow.com/) but we have also created and mailed out our 2021 Restore Virginia Now Candidate Survey, and you can click here to view the survey.

https://virginiaconservatives.net/2021-rvn-candidate-survey

To end the government monopoly on education, we  have also teamed with the Virginia for Educational Freedom PAC, VEF,  to promote School Choice in Virginia to restore parental rights.  In fact, VEF just released their 2021 Candidate Educational Freedom Pledge.  This pledge is being sent to all State Candidates so that the voters can see who stands with parents and freedom, and who instead stands with Government Schools.  Click here to see the Pledge.  

https://www.educationalfreedom.org/

And finally, the Virginia Gun Rights Task Force has been working around the Commonwealth to stop the anti-gun nuts and have won battle after battle.

https://virginiaconservatives.net/vgr

All of this success is due to you, our supporters.  But the biggest fight is coming.

So I ask you, as we move into the most important election, will you arm us to fight and win again?

If so, please click here to donate whatever you can afford.  I know for some of you $5 may be a stretch, and for others it may be easy to donate $5,000.  But know this, no matter how much you can afford to donate, every single dime will be used to Restore Virginia and roll back the tide of socialism in Virginia.

https://donorbox.org/restore-virginia-now

It is time to fight and win, not just lose gracefully. 

Political success or failure is dependent on the number and ability of activists on either side.  And this year will decide the fate of Virginia for perhaps a decade.  Our volunteers are counting on supporters like you to help us work towards victory in the 2021 State Election.

Can we count on your support?

If so, please click here to arm us to Restore Virginia Now and then watch for email updates and vital actions you must take to help us to victory in 2021.

https://donorbox.org/restore-virginia-now

I thank you for all you have done, and I also thank you for all you will do for Virginia.

In Liberty,

S. Chris Anders
Director
Virginia Constitutional Conservatives
https://virginiaconservatives.net/
https://www.facebook.com/virginiaconservatives/ 

PS- Without your support, we will lose.  So please do click here to donate whatever you can afford to help us Restore Virginia.   

 https://donorbox.org/restore-virginia-now

PPS- If you want to join our team of highly trained activists, click here to sign up for our One Day Political Leadership Class.  This class is being held on August 14, 2021, in the Virginia Beach/Norfolk area.  

https://www.facl-training.org/schools/events/virginia-beach-va-pls-14aug2021. ",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,gun rights,"Fellow Patriots,

You need to mark your calendar for Tuesday, August 3, 2021 for the Special Meeting of the Virginia Constitutional Conservatives.

Held at the Hamilton Station Gastropub, 17416 Hamilton Station Rd in Hamilton Virginia, from 6:30pm till 9:30pm, we will be discussing-

Our 2021 State Election Cycle effort- Restore Virginia Now.
Our Defeat of the 'home-made' gun ban in the 2021 Session
Upcoming battles by the Virginia Gun Rights Task Force
And our Special Guest, Virginia for Educational Freedom, to discuss their efforts to pass school choice and end the government monopoly on education in Virginia. 
There are vital actions you must take to not only stop the far left radicals, but to rip them from power and restore your rights as citizens of the Commonwealth of Virginia.

I look forward to seeing all of you on August 3rd.",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,climate action,"In 2022, be a force for change to stop climate chaos. Your gift to Earthjustice is our best defense against big polluters and helps pave a way toward 100% clean energy. Make your year-end tax-deductible gift to the Earth’s best lawyer, and it will be MATCHED $1 for $1 >>.",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,climate action,"The climate moment is now—right now.  Together, we must meet this moment to drive real change for healthier communities and a thriving planet. Join EDF now and every $1 you give is automatically matched by $1 more when you start a monthly gift.",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,renewables,"We are beginning the procurement for projects to provide customers on Molokai and Lanai the opportunity to participate in a shared solar program (also known as community-based renewable energy) on their island to further reduce use of imported fossil fuels and cut carbon emissions. Shared solar provides a way for customers, including renters, apartment residents, small business owners and organizations unable to install privately-owned rooftop solar, to benefit from solar electricity generated on their island.

As approved by the Public Utilities Commission, the CBRE Phase 2 request for proposals for Molokai and Lanai is open until Feb. 15, 2022, at 2 p.m. HST. Developers, companies, organizations or groups authorized to do business in Hawaii can become a “subscriber organization” to propose a shared solar project. Read more: http://hwnelec.co/7a8q50GYNON.",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,inflation,"For more than a century, access to American resources and the ability to deliver them nationwide has powered our country’s progress. The same holds true for Oklahoma — the oil and natural gas industry is our economic engine. 

The hardworking men and women of our state's oil and natural gas industry are ready to power our nation’s progress for decades to come. All we need is energy policy driven by common sense rather than partisan politics.

Read more from Petroleum Alliance President Brook Simmons: https://bit.ly/3o8dye6. ",0,0,TRUE,,,,,,,,,,
Fang,Sync,75-100,anti-woke,"“Bellbrook does not need a radical Democratic on the city council”

Meredith Brinegar made sure her crazy radical supporters would be at the library on Sunday to “shout down and accost” anyone who asked questions she did not like.

No Republican Voter should ever give this progressive radical power to tax and control their lives.

Meredith supports and endorses fellow radical Kim “ Mad Max” MaCarthy who is running for Sugarcreek Township Trustee.
It is no accident nor coincidence that these Socialists are both running and endorsing each other.

It is about power and control, to force their “WOKE World views” upon our community. 

Views with are contrary to the American values our community holds dear.

God, Family, and Country.

For Bellbrook City Council Election Watch 21 strongly recommend Cyphers, Harding, and Greenwood. These candidates believe in American Values and will protect what has made our community great.

Every Republican needs to get out and Vote. If not, these radical Progressive Democrats will get elected.",1,1,TRUE,,,,,,,,,,
Fang,Sync,75-100,organized cooking oil theft,"On July 21, our driver also reported #oiltheft at the Olde Mill Inn in Basking Ridge, NJ, where a Buffalo Biodiesel vat had been broken into and robbed by thieves who cut the lock and pulled out the lockbar as shown here. Buffalo Biodiesel recycles the used cooking oil to make sustainable biofuel—instead, it’s being targeted by organized crime across state lines. Please report any relevant information to Bernards Township PD and help us stop these criminals. 
News 12 New Jersey  NorthJersey.com  The Star-Ledger  NJ.com  NJ Spotlight News  ABC7NY  CBS New York. ",1,1,TRUE,,,,,,,,,,
