ID,System,Setting,Bucket,Theme,Tweet,Anno1,Anno2,Anno3
529,Fang,Async,50-75,Become a Pharmacy Technician Alerts,"Attention Anaheim!  There will be a Covid Vaccine Clinic this Thursday August 5th 4-7pm at Ponderosa Park.  Please share and make sure you get your shot!

#AnaheimDistrict4 #Anaheim #COVID19 #vaccination #vaccine #VaccinesWork https://t.co/sELAJaAtI1",0,0,
530,Fang,Async,50-75,"Comparing the COVID Vaccine to other Deadly Disease Vaccines(polio,measles)","It may seem like the pandemic is over, but the Delta variant is spreading fast across our state. Experts think it is 90% of COVID cases in Colorado. Being fully vaccinated protects you and your family. Find a vaccine at https://t.co/y03yNVFqCR #PowertheComeback https://t.co/GORNBPAnnU",0,0,
531,Fang,Async,50-75,Comparisons to other virus vaccines,"Ever since I got my #Covid_19 vaccine I've been able to talk for longer periods without completely losing my breath. Used to be ~20 min, now &gt; 40.

In the grand scheme of things, it's a tiny win, but I'm taking every win I can. #LongCovid #GetVaccinated",0,0,
532,Fang,Async,50-75,Comparisons to other virus vaccines,"@mike45726695 @sameolvee @GottaFollowHim @JosueMartinezz @DAZNBoxing @Canelo My iq is low?? Andrade pulled out the Jermell Charlo and Derevyanchenko fight. Jermall called out Benavidez but when Benavidez was down to scrap it up Jermall said he needed the covid vaccine shot, that he wasn't old enough, Jermall won't fight Andrade nor Jacobs",0,0,
533,Fang,Async,50-75,Concerns regarding Johnson and Johnson vaccine,"https://t.co/pdMNcL4BX0

Shares of Moderna Inc. gained 4.7% in trading on Friday after the company said that European regulators recommended authorizing its COVID-19 vaccine for teens ...",0,0,
534,Fang,Async,50-75,Discussing vaccines in schools,"@GovKemp announces that teachers and school staff, public and private, on March 8 will be made a part of the population that can receive the Covid vaccine to get students back to in person instruction. https://t.co/9POii5vVU7",1,1,
535,Fang,Async,50-75,Dispelling misinformation regarding death,This is why covid-19 is a real problem right now. The rise of cases is growing exponentially faster than the spring. Mask up! Get the vaccine! We may have opened to fast n too soon. https://t.co/JK2ttZXleM,0,0,
536,Fang,Async,50-75,Dispelling misinformation regarding death,"The 6 cases reported were women between the ages of 18-48

https://t.co/fwxCf1qswg",0,0,
537,Fang,Async,50-75,FakeNews,@bbrucker2 @omniadeo @DoYourResearch6 @shawna_burley @tepperleen @DonnaLynnNH None of the studies you posted say that the vaccine keeps you from getting covid though (which is what he's talking about). You didn't answer the challenge to your assertion &amp; you can't because these vaccines don't stop or slow the spread. they may even spread it more,1,1,
538,Fang,Async,50-75,Family Members Receiving the COVID Vaccine,"Just got my second COVID vaccine shot, now my Haitian immune system is up to date. Now back to the money! I feel great btw",0,0,
539,Fang,Async,50-75,Family Members Receiving the COVID Vaccine,"A lot of people have been asking questions about their 2nd dose of the COVID-19 vaccine.

You have to go to the same location where you got the 1st. Some details from our big four counties here: 

https://t.co/PqdOcdU28w 

@wfaa @SoniaAzadTV #COVID19 #vaccine #Texas",0,0,
540,Fang,Async,50-75,FightingDisinformation,Tucker Carlson has a bonkers new Covid vaccine conspiracy theory https://t.co/fQFAora1oP via @msnbc,1,1,
541,Fang,Async,50-75,HopefulPeopleGetVaccinated,"@Laurie_Garrett Regardless of the problem being at Emergent Biosolutions, it is likely to be remembered as involving the Johnson &amp; Johnson COVID-19 one shot vaccine.  They may need to do some clean up.",0,0,
542,Fang,Async,50-75,HopefulPeopleGetVaccinated,"@AwkwrdnBlk I am struggling with having students back in overcrowded classrooms.  I worry about them and their families.  I have had my vaccines, but there are people who have had COVID more than once and the vaccine is not 100%.",0,1,0
543,Fang,Async,50-75,PandemicNews,"So now they’ve found a “delta variant” for COVID that’s supposedly “COVID on steroids.” 

I REALLY think they’re up to something with this vaccine. They’re pushing it entirely too hard and it’s too much “new news” coming out that’ll scare someone to get it. Hmm.",0,1,0
544,Fang,Async,50-75,Positive outcomes of vaccine,So can I drink after getting Covid vaccine?? Asking for a friend @CDCgov,0,0,
545,Fang,Async,50-75,Positive outcomes of vaccine,I have come to the conclusion that getting the Covid vaccine makes everything taste and smell like lemon pledge. #modernacovid19vacccine #round2vaccine @ Kaiser Permanente https://t.co/gq0N6EXlgI,0,0,
546,Fang,Async,50-75,Pro Trump and against Biden/Obama,Why a Leaky COVID Vaccine Could Be the World&amp;apos;s Next Nightmare | Steve Deace Show https://t.co/747BS5C0XL,0,0,
547,Fang,Async,50-75,Pro Trump and against Biden/Obama,What?  https://t.co/tM48PBNl3m,0,0,
548,Fang,Async,50-75,Proof of Vaccination(vaccine card/passport),"In a video shared with students this morning, Prather said the college has not yet made a decision to require the COVID-19 vaccine for all students. But, he urged students to get the vaccine and warned of possible consequences if they do not.",1,1,
549,Fang,Async,50-75,Proof of Vaccination(vaccine card/passport),"Virginia lawyers weigh in on legality of schools mandating COVID-19 vaccine. @VCCS_SO @VCU @UVA @ODU @JMU @longwoodu @LibertyU @vawesleyan @EMU_News @williamandmary
@MaryBaldwinU @MaryWash @marymountu @GeorgeMasonU
@wlunews

What are your thoughts on this?
https://t.co/GWPAgdD6oT",1,1,
550,Fang,Async,50-75,Reminders of the 2nd vaccine,"Second shot and now safe!  Super easy, super quick, and staff at ⁦@NYCHealthSystem⁩ Queens super friendly!  Have you gotten your covid vaccine yet?  https://t.co/oYQElE18Qc https://t.co/F3ZpPYlL7E",1,1,
551,Fang,Async,50-75,Reminders of the 2nd vaccine,I just got my 2nd dose of the Covid vaccine now i feel fine! My girlfriend is getting here now,1,1,
552,Fang,Async,50-75,Reminders of the 2nd vaccine,My dad got the first dose of the covid vaccine 😭😭😭. I’m so happy. (He is 75),0,0,
553,Fang,Async,50-75,Vaccine availability,Breaking News - All adult Americans eligible for Covid Vaccine by May 1st,0,1,1
554,Fang,Async,50-75,Vaccine availability,"2 Kansas City area colleges to require COVID vaccine, others 'strongly recommend' it https://t.co/CHKaw4vffV",0,0,
555,Fang,Async,50-75,Vaccine Eligibility Updates,Want a COVID vaccine but not in priority groups? This site explains how to sign up for leftover COVID vaccines if a nearby provider has some that need to be used. https://t.co/IokTkK5Jnb,1,1,
556,Fang,Async,50-75,Vaccine Eligibility Updates,"Chicago Tribune: Illinois close to having 70% of residents 65 and older vaccinated, but rising COVID-19 hospitalizations and cases will prevent state from opening up further.
https://t.co/tiwCZThJpx

via @GoogleNews",0,0,
557,Fang,Async,50-75,VaccineRolloutNews,"Students who have not yet received their COVID-19 vaccine but would like to are invited to stop by the vaccination clinic through noon today in the third-floor commons area of the student center.
 
Help keep our campus safe and #VaxEm! https://t.co/WHXaxVT6Bx",1,1,
558,Fang,Async,50-75,VaccineRolloutNews,"Official: Merck to help produce rival J&amp;J’s COVID-19 vaccine

CORONAVIRUS

by: ZEKE MILLER Associated Press

Posted: Mar 2, 2021 / 08:38 AM EST / Updated: Mar 2, 2021 / 08:38 AM EST

https://t.co/USuq9tsF6Y",1,1,
559,Fang,Async,50-75,VaccineTestScience,"Friendly PSA:

If you don’t plan on getting the COVID Vaccine when you can for reasons other than medically appropriate ones, delete yourself from my friends list.",0,0,
560,Fang,Async,50-75,VaccineTestScience,"Studies indicate if you've had pneumonia before you are at more risk to contract COVID-19. Perhaps my having 2 different strains of the pneumonia vaccine has increased my odds against getting covid. A vaccine I discussed with my Dr., not forced by Govt. or blackmailed by society.",0,0,
561,,,,,,,,
562,Fang,Async,75-100,Anger over mask mandates,JUST IN: @duqedu will require all students to be vaccinated against #COVID19 in the fall. https://t.co/KjXVqDPs7L,0,0,
563,Fang,Async,75-100,Anger over mask mandates,"“It’s just a free-for-all:” In a state that imposes no restrictions on where people can get a coronavirus shot, desperate Texans are traveling hours to find one, @MorrisReports writes. #TexasCOVID #COVIDVaccine #vaccine #txlege #pandemiclife #coronavirus https://t.co/ijJy1vKztt",0,0,
564,Fang,Async,75-100,Anger towards COVID Deniers/COVID Deniers Passing Away,Regional Director Kim Tedford talks about #COVID19 vaccines with @JMCSchools teachers today! Still haven’t gotten your COVID-19 vaccine? Stop by our office before 6 p.m. today and get vaccinated! Everyone 12 years and older is eligible. #WeCanDoThis #ThisIsOurShot https://t.co/uZ6JCZYYTg,0,0,
565,Fang,Async,75-100,Anger towards COVID Deniers/COVID Deniers Passing Away,"@J_Luc1o @1marcolopez I hope that you take some time to reflect. This is for your own health, your students, the families you serve and your co-workers at WESD. The vaccine will protect and benefit us all. AZ has the highest COVID-19 infection rate in the world.",1,0,1
566,Fang,Async,75-100,Anti-Biden and Pro-Trump Sentiment,WATCH: Sleepy Joe Biden Struggles To Answer One Questions From Reporter After Receiving Second Dose Of COVID Vaccine [VIDEO] https://t.co/KsQRZU5rH1 https://t.co/6yb7WDlKDz,1,1,
567,Fang,Async,75-100,AntiDemocrat,Decisions are complicate https://t.co/7CWfTukkYj,0,0,
568,Fang,Async,75-100,AntiDemocrat,@LeirWilson @thedailybeast What do you call adverse reactions? And that is US or worldwide? https://t.co/WT4I5bsDwq,0,0,
569,Fang,Async,75-100,AntiRepublican,"Typical #dumpocrats they are terrible with mathematics @JoeBiden another fail. No breakthrough, #Trump was doing this same rate of making vaccines 

https://t.co/T0MfN4Vw9n",1,0,0
570,Fang,Async,75-100,AntiRepublican,Might be Glenn’s pushback against the vaccine mandates and tyrannical COVID restrictions that triggered Chelsea’s public meltdown? That plus her need to maintain credibility with the professional Left types at the Intercept and Democracy Now! https://t.co/XBKsg0Tkoq,0,0,
571,Fang,Async,75-100,AntiTrump,That Covid vaccine commercial is cringey and awkward  AF 🥴,0,0,
572,Fang,Async,75-100,AntiTrump,#PopeFrancis Encourages Covid Vaccines in Media Campaign https://t.co/xiMhXdbJu1,0,0,
573,Fang,Async,75-100,AntiTrump,@ebajek85 Holy moly it is an actual rare side effect for Pfizer... https://t.co/21iM3Ur2HM,0,0,
574,Fang,Async,75-100,Become a Pharmacy Technician Alerts,Community Partners Launching COVID-19 Vaccine Sites for Underserved Populations https://t.co/L7Of1TVPwN via @PRWeb,0,0,
575,Fang,Async,75-100,Become a Pharmacy Technician Alerts,"Covid-19 Vaccine Opportunity this Monday, September 20th from 4-7pm at Jefferson Elementary School. @ Jefferson Elementary https://t.co/FwrxsMWJm4",0,0,
576,Fang,Async,75-100,"Comparing the COVID Vaccine to other Deadly Disease Vaccines(polio,measles)",Tabling for the Community Safety and Health Event....handing out masks hand sanitizer and COVID Vaccine information including a walk-in vaccine clinic....if your in the Bronx stop by!,0,0,
577,Fang,Async,75-100,Comparisons to other virus vaccines,People posting their Covid vaccine cards like a fortnite victory,0,0,
578,Fang,Async,75-100,Comparisons to other virus vaccines,"THANK YOU, SCIENCE! 💚 #Covid_19 #Vaccine #Moderna #Grateful @ Round Rock, Texas https://t.co/GdGyCUifmf",0,0,
579,Fang,Async,75-100,CVS job openings,"ICYMI ➡️ This past weekend, alongside many of our community partners, #ServeYourCityDC/#W6MA successfully kicked off our mass vaccination efforts!

BIG THANK YOU to @JessArnoldTV &amp; @wusa9 for highlighting how #WeKeepUsSafe here in #DC: https://t.co/eFm6kgQn0d https://t.co/gsLRGofDBr https://t.co/viXBYGsiyo",0,0,
580,Fang,Async,75-100,CVS job openings,Just got my first COVID-19 vaccine. Thanks Southern Nevada VA Medical Center! https://t.co/Shmi69J6g5,0,0,
581,Fang,Async,75-100,Discussing vaccines in schools,"So glad I work for the school district I do! USA TODAY: Miami private school won't hire people vaccinated against COVID-19

https://t.co/U7QGdZmOXg",1,1,
582,Fang,Async,75-100,Dispelling misinformation regarding death,CC expect patients to look up to CC  following CDC Covid vaccine guidelines when CC not following CDC ACES GUIDELINES for K12 education that presents students digressed childhood to elderly lifetime health ?,0,1,0
583,Fang,Async,75-100,Dispelling misinformation regarding death,All medicines and vaccines have side affects please consult your physician before scheduling for the Covid 19 vaccine. #CovidVaccine #Covid #Pfizer #Moderna #JohnsonAndJohnson #veterans #Utah #WARNING #labels #share #CDC #VAERS #AmericaFirst #advocacy https://t.co/o6cExaoOgH,0,0,
584,Fang,Async,75-100,FakeNews,Curious how many people who've chosen not to get a COVID vaccine will actually wear masks in public.  Guessing less than 5%?,0,0,
585,Fang,Async,75-100,Family Members Receiving the COVID Vaccine,"COVID vaccine dose #2 is currently circulating in my system and getting antibodies kicked into gear! 

Team @SaintAlsHealth has worked around the clock to ramp up vaccine clinics — thank you to my colleagues who are working extra shifts to get the job done. #LetsEndCOVID https://t.co/IqPlK8lQvM",0,0,
586,Fang,Async,75-100,Family Members Receiving the COVID Vaccine,"For those scheduled to receive the COVID-19 vaccine today at OJC in La Junta, here is a quick visual of where to enter. (Western Ave. is not widely known!) @ Otero County, Colorado https://t.co/d5K74Hyp3R",0,0,
587,Fang,Async,75-100,FightingDisinformation,@MoreHeadCo okay so what will you do? what are you gonna do to prevent spreading covid? what are you gonna do when you or someone you love ends up on a ventilator?? you can’t get the vaccine once you’re at that point. but go ahead and continue to put peoples lives at danger :-),0,0,
588,Fang,Async,75-100,Giving Info about COVID and the Vaccine to Minorities in America,"Join us at 1 pm PST (4 pm EST) today for a Webinar on the COVID-19 Vaccine presented by Dr. Kubi.
#kubimedical #kubiweightloss #weightlossjourney https://t.co/REWpJKwUDE",1,1,
589,Fang,Async,75-100,HopefulPeopleGetVaccinated,@JMom03355725 @billritter7 It’s nothing like mandating a flu shot. The flu vaccine has a 40-60% efficacy while the Covid vaccine is 90% on average. Apples and oranges.,0,1,0
590,Fang,Async,75-100,HopefulPeopleGetVaccinated,"The body bags keep piling up for vaccine deaths. Do they have enough refrigerator trucks? #vaccinedeaths
https://t.co/4SNSHDc9eS",0,0,
591,Fang,Async,75-100,Origin of the vaccine,"#Skepticism about the COVID vaccine 💉 is troubling with a quarter of people indicating they will never take the vaccine. 
#vaccinehesitancy definitely threatens herd immunity which is said to be up to 80% #RAC #healthequity https://t.co/QzhLIhowRP",0,0,
592,Fang,Async,75-100,PandemicNews,Scientific study shows that the COVID-19 vaccine isn’t effective  unless you post it on social media,0,0,
593,Fang,Async,75-100,Positive outcomes of vaccine,"Taking the vaccine is to protect teammates (family, friends, colleagues, public) from getting Covid. https://t.co/C9WFMCn0wW",0,1,0
594,Fang,Async,75-100,Positive outcomes of vaccine,@finneas am I the only one annoyed that with all this good news about the Vaccine for Covid-19  they never mention the person who we have all benefited from because her cells keep growing to this day. Henrietta Lacks is her name. Google her as her story is something amazing.,1,1,
595,Fang,Async,75-100,Pro Trump and against Biden/Obama,Just received my second COVID-19 vaccine 😎🥳🤩 woohoooo! https://t.co/nQ6vfHOVya,0,0,
596,Fang,Async,75-100,Pro Trump and against Biden/Obama,COVID-19 vaccine dose #1 DONE ✅,0,0,
597,Fang,Async,75-100,Proof of Vaccination(vaccine card/passport),B.C. will implement a #vaccine passport for events and activities #canada #kanada #COVID19 https://t.co/VcfyZMBXKp,1,1,
598,Fang,Async,75-100,Reminders of the 2nd vaccine,"Our @TexasChildrens Center for Vaccine Development went to work on coronavirus vaccines in 2010 convinced that after SARS in 2003 there would be a 2nd. Then after 2012 we were convinced there would be a 3rd, so when the covid sequence became available in Jan 2020 we were ready https://t.co/jFWYXSRJDy",0,0,
599,Fang,Async,75-100,Reminders of the 2nd vaccine,Crestwood employees received their COVID-19 vaccine today! Many thanks to Akron Children’s Hospital for sending us their ‘best-of-the-best’- great caring people! https://t.co/a0uh2OcAJV,0,0,
600,Fang,Async,75-100,Vaccine availability,Come down to the Elder Beerman site for the Johnson and Johnson COVID Vaccine. NO LINES!!!,1,1,
601,Fang,Async,75-100,Vaccine availability,Additional COVID-19 vaccine doses on the way as local need increases https://t.co/mKGktCQ1DC,1,1,
602,Fang,Async,75-100,Vaccine Eligibility Updates,@GovRonDeSantis you made two new announcements regarding vaccine distribution on two separate occasions this week. Why doesn’t the state COVID website reflect these new initiatives? Technology does allow for more timely updates. #catchup and maybe reduce confusion.,0,1,0
603,Fang,Async,75-100,Vaccine Eligibility Updates,New online map will help Iowans schedule Covid-19 vaccine shots https://t.co/d0AfIgD5TT,0,1,1
604,Fang,Async,75-100,VaccineAdvocacy,"We about to have more vaccines than Pokemon - ""Novavax reports its COVID-19 vaccine is 96.4% effective against mild, moderate and severe symptoms""  https://t.co/D5nC4Vtq9k",0,1,0
605,Fang,Async,75-100,VaccineRolloutNews,@TheRealWBTC @Cat_Ho There was an article about this trend nationally in today's WSJ: Covid-19 Vaccine Sites Start to Shut Down https://t.co/0mXJ7kbra3,1,1,
606,Fang,Async,75-100,VaccineRolloutNews,"Novavax Reports Its COVID-19 Vaccine is 96% Efficacious, Based on Phase 3 Trial Results 👏🏻👏🏻 https://t.co/H8ddXIk6An",1,1,
607,Fang,Async,75-100,VaccineSideEffects,That covid vaccine got my arm sore af,1,1,
608,Fang,Async,75-100,VaccineTestScience,@BBCWorld The professed person who claims to be following science neglects science. There are many who have already had Covid and high degree of immunity with no reason to get vaccine.,1,1,
609,Fang,Async,75-100,VaccineTestScience,Johnson &amp; Johnson’s Vaccine Offers Strong Protection but Fuels Concern About Variants https://t.co/OjWmGjlPsY,1,1,
610,Fang,Async,75-100,VaccineTestScience,"@LargeMarve @dfreedman7 Experienced a side effect, or experienced an unrelated condition that anti-vaxers insist must have been caused by a vaccine?

Actual research shows the covid shots are very safe. The rhetoric of anti-vaxers doesn't follow facts, though, but rather ideology.",1,1,
611,Fang,Async,75-100,WhereToGetVaccine,"Now offering the FREE*  COVID-19 vaccine at CVS Goleta (5875 Calle Real Goleta CA 93117).@karimhenin 
 #covid19vaccination https://t.co/9mjjJIbV65",1,1,
612,,,,,,,,
613,LACA,Async,0-25,AdvocateForVaccine,"My cousin in Maryland is a doctor and she’s on the news for her COVID vaccine outreach to the local Latino community! Super proud of her!

https://t.co/pXE2agEebF",1,0,0
614,LACA,Async,0-25,anti_vax,It’s easier to get gunshots than vaccine shots in South Florida. 😏  #spewinz #GaryQuote #gary #quote #vaccine #COVID #guns #humor https://t.co/QdfbZ1Ntkt,0,0,
615,LACA,Async,0-25,AntiDemocrat,is this fuckstick TRYING to incite a riot? what the fuck????? https://t.co/B25oyWLUj4,0,0,
616,LACA,Async,0-25,AntiRepublican,@lovegetty1 @megancoyne23 He's known about mandatory covid vaccine for 5 months. he's not leaving because of the vaccine he's leaving because he didn't make the 2 deep on his fourth college.,0,0,
617,LACA,Async,0-25,BlameFauci,"Sometimes I wonder, do Trump supporters feel stupid at times now knowing while he was pushing that COVID was a hoax, he secretly got the vaccine early AND stole their money ? 🤔 like how does he even still have a platform for that scam ???",0,0,
618,LACA,Async,0-25,Criticising_The_President,Who does Megan McCain think she is? Just because she cohosts “The View” doesn’t mean she gets bumped to the front of the Covid Vaccine line. Shameful.,0,0,
619,LACA,Async,0-25,encourage_getting_vax,"While unpleasant, these common side effects are a sign that your body is responding properly to create immunity from the virus that causes #COVID19. Trust the Facts ➡ https://t.co/6nruYkxpUG https://t.co/uiTsjkQibh",1,1,
620,LACA,Async,0-25,Encouraging_getting_the_vaccine,Tried to reach my Dr. 3 days ago and yesterday still no message or phone call back my only guess would be because we got into it at last checkup because I wouldn’t take the COVID vaccine  or any others well if that is the case would be nice to no not just ignored,0,0,
621,LACA,Async,0-25,Experiences_of_vaccine_side_effects,"The weather was too perfect not to get out, but that post Covid vaccine run was no joke! #headache #bodyaches #hopetherunhelps https://t.co/oT0sF7MYie",1,1,
622,LACA,Async,0-25,getting_attention_of_politician,@seanrobinson1e4 Is health insurance on the COVID vaccine lottery prize list,0,0,
623,LACA,Async,0-25,getting_attention_of_politician,"Joan Donovan first pointed out where the microchip conspiracy started back on March 18, 2020. Then we followed  🐇 🕳 

✍️ https://t.co/T8CTibAZoa

📻 https://t.co/QsZUyNeG9h https://t.co/hTZDQ8lNRC",0,0,
624,LACA,Async,0-25,GotVaccinated,"#Hawaii Outlines Plans for COVID Vaccine Passport

https://t.co/foXIDxZh3A via #AFARmedia

[  #IdeaTherapy ]
Evolving with you!

#CoCreativity #MarketingTriage 

#IDEAcatalyst sharing #CultureShifting facts  #TrekkerATLAS  

#TheIDEAcatalyst

#TRAVELengram #DigiBITACORA",0,0,
625,LACA,Async,0-25,Information_about_covid_vaccine_availability_and_appointments,It amazes me how the #Republican #SoundMachine  makes #mask a #freedom rather than #publichealth issue. By doing this thean #accessory to most of the #Covid deaths. #India situation is #tragic . #vaccine will help but population overwhelms the amount of vaccine they can get https://t.co/By4GMeJ0oA,0,0,
626,LACA,Async,0-25,negative_discourse_around_politicians,@KristiNoem @JoeBiden You know what’s un-American? Sitting idly by while an 1/8 of your state gets infected by CoVid worrying about how to disenfranchise transgender men and women while bloviating about an international vaccine passport to travel.,1,1,
627,LACA,Async,0-25,news_about_vax,"More than 500K Americans dead from COVID-19 v. 1 unconfirmed death by a clotting disorder allegedly caused by the J&amp;J vaccine. While any death is tragic, the numbers don’t lie. But lying liars sure will.",1,1,
628,LACA,Async,0-25,news_about_vax,"This and the Covid Pill Vaccine, a vibe https://t.co/WAIcFEAxPE",1,1,
629,LACA,Async,0-25,positive_discourse_around_politicians,"The president from El Salvador provided every kid with a laptop and access to wifi, provided homes/apartments to low income families (he actually had them built) and is giving everyone access to the COVID vaccine... wow",1,1,
630,LACA,Async,0-25,Praising_frontline_healthcare_workers,I am so thankful for Des. I got my second COVID vaccine and I am DYING and have been awake for over 2 hours and she got up with me and massaged my back because my body hurts. 🥺🥺 I’m the luckiest bitch ever,1,0,0
631,LACA,Async,0-25,Praising_frontline_healthcare_workers,"my papaw is 82 and just got his second shot of the covid vaccine and it’s all he can talk about. He keeps saying “you better get it as soon as you can, everyone needs to get it.”

He was way more excited about the vaccine than the super bowl and that man LOVES sports.",0,0,
632,LACA,Async,0-25,Praising_Government_Leadership,@mrsrdc1 @GargoyleVette @LSeabrookWFTV @WFTV @GovRonDeSantis @OrangeCoFL GOP mission accomplished https://t.co/MgwvjPDa3o,1,1,
633,LACA,Async,0-25,Praising_Government_Leadership,@ChipYost Look like you doing it all for your reports. Just saw you do a segment on the Disneyland covid vaccine center and you was driving the van with all the equipment and reporting. You handy to have around 😁 &amp; I’ll be looking forward to your story tomorrow👌🏾,0,0,
634,LACA,Async,0-25,Promoting_covid_related_news_articles,"We're hiring! Temporary Covid-19 Vaccine Clinic Roles Apply: https://t.co/ZmRQZOyk1H Nursingjobs Cedar Rapids, IA",0,0,
635,LACA,Async,0-25,Promoting_covid_related_news_articles,"I was debating which is worse, covid vaccine sleep or menstrual sleep because both equal horrible/weird nights of sleep. Then I discovered the remains of a cookie I apparently tried to sleep eat last night. Ugh. Menstrual Sleep wins this round ....  #dustingcrumbsoff",0,0,
636,LACA,Async,0-25,Providing_resources_to_those_who_are_not_involved_in_the_covid_debate,"@GabSmolders Ideally lose weight/strength train but if that doesn’t happen the way I hoped, I’m also hoping to unplug/read more, get my first tattoo(?), get the COVID vaccine, and fix my teeth with Invisalign this year so that’s something",0,0,
637,LACA,Async,0-25,Providing_resources_to_those_who_are_not_involved_in_the_covid_debate,"From today, May 11, through Saturday, May 15, our @LBHealthDept is providing two general admission tickets to the Aquarium of the Pacific to anyone receiving their first COVID-19 vaccination as an incentive for eligible people to get vaccinated. ➡️https://t.co/a8LlPnBVg6 https://t.co/OjeqZbBkcv",0,0,
638,LACA,Async,0-25,received_vax,"At a vaccine event in #Inglewood and I had to share this. #BestMask I’ve seen yet! #Vaccine #COVID #MaskUp @ Inglewood, California https://t.co/j9qM6Vt6wW",1,1,
639,LACA,Async,0-25,received_vax,Moving back to Texas this weekend thank god I’ve got my vaccine I’ll still wear a mask though don’t worry Covid Warriors 😘,1,1,
640,LACA,Async,0-25,Receiving_first_dose_of_covid_vaccine,Where are my teacher friends!! My friends at my H‑E‑B on Blackhawk just called and asked me to spread the word! They have the COVID vaccine available with spots available Wednesday-Thursday-Friday this week!! Call them if you are interested!!!,0,0,
641,LACA,Async,0-25,Receiving_first_dose_of_covid_vaccine,should i drive to beaumont to get this covid vaccine 😭,1,0,0
642,LACA,Async,0-25,Receiving_second_vaccine_dose,He took a 6 dose anthrax vaccine because of a minute chance of an bio attack. But draws the line at the COVID vaccine. Make it make sense. I won’t even get into the terrible side effects of the anthrax shot. https://t.co/lBwd64uJP8,0,0,
643,LACA,Async,0-25,Receiving_second_vaccine_dose,The 65+ Crowd Is Vaccinated and Ready to Party  https://t.co/RHGwOz54iA,0,0,
644,LACA,Async,0-25,Saying_that_you_can_still_get_covid_if_you_have_the_vaccine,PLEASE EAT BEFORE YOU GET YOUR COVID VACCINE NOT EATING BEFORE IS LIKE IF YOU'RE GETTING A SURGERY OR SOMETHING.,0,0,
645,LACA,Async,0-25,Saying_that_you_can_still_get_covid_if_you_have_the_vaccine,"This is so gross that people would rather risk jail time and thousands in fines with fake vaccine cards instead of just getting a vaccine 

https://t.co/GZkOECwKys",0,0,
646,LACA,Async,0-25,sharing_stories_related_to_covid,"Congratulations @KizzyPhD
#BlackExcellence
#COVID19
https://t.co/tPgtn963U8",1,1,
647,LACA,Async,0-25,sharing_stories_related_to_covid,"A lesson about bringing in volunteers and nonprofits to help during an emergency:
https://t.co/EQxrJqCUff",1,1,
648,LACA,Async,0-25,side_effects_of_vaccine,"#justsaying 🤷‍♂️
COVID-19 vaccine's impact on menstrual cycles needs to be investigated after 30,000 women report changes, says top scientist
https://t.co/FgvJSIkLBU",1,1,
649,LACA,Async,0-25,side_effects_of_vaccine,"@RWMaloneMD Can people who had have anaphylactic reaction to covid get antibodies or something else if vaccine causes anaphylaxis? My throat closed up, couldn’t breathe, gasping for air. I couldn’t speak or get any sound out. Felt like I was dying. It took days for my throat to open up.",1,1,
650,LACA,Async,0-25,Skepticism_over_the_covid_vaccine,"Second Covid vaccine is in the arm! While I'm waiting my 15 minutes, I'm thinking about getting another shot. Should I go with the ""Super Soldier Serum"" or the ""Super Soldier Serum with added Gamma Radiation?"" Decisions, decisions. https://t.co/Ac3fUg68ao",0,0,
651,LACA,Async,0-25,WhereToGetVaccine,"Orange County announces test run for its own COVID-19 vaccine passports

https://t.co/bqHGxkOBj0",0,0,
652,LACA,Async,0-25,Stating_that_the_vaccine_does_not_cause_covid,"This juggernaut of misinformation and straight out lies, has to stop!

FACT CHECK: Does The Pfizer COVID-19 Vaccine Contain Graphene Oxide? #NewsBreak  https://t.co/QsOZryrPeW",0,0,
653,LACA,Async,0-25,vax_reduces_fatality,"@DrKatieRizzone @CDCgov CDC recommends 14 days between the COVID vaccine and other vaccinations. Maybe people are thinking zoster is different because it’s live? But doesn’t seem like the CDC is differentiating.
https://t.co/374U2ttPmy",0,0,
654,LACA,Async,0-25,The_vaccine_does_not_work_because_you_can_still_get_covid,The COVID Vaccine tears ACLs… #changemymind,0,0,
655,LACA,Async,0-25,vax_is_ineffective_or_harmful,"If you aren't following today's anti-vax committee testimony in Ohio regarding how the covid-19 vaccine makes you ""magnetic"", what are you even doing? https://t.co/BzBxWN9zgF",1,1,
656,LACA,Async,0-25,Vaccine_accessibility_and_distribution,"According to my mom, he’s stopped eating and is down to 130lbs (6’0”.) It’s very likely that he’s on his way to being counted among the 615,000 and climbing US Covid-19 deaths, most of which are now vaccine preventable.",0,0,
657,LACA,Async,0-25,vax_approved,"This is very welcome news for a father of a six-year old and a nine-year old!

https://t.co/G90EPznOfa",1,0,0
658,LACA,Async,0-25,VaccineEfficacyDenial,"""There is no causal link between the Oxford-AstraZeneca COVID-19 vaccine and blood clots, according to medical experts""  https://t.co/xtkGIaLXUs",,0,
659,LACA,Async,0-25,vax_appointment_availability,"When a freezer failed at the Jamaica Plain VA Medical Center, 1,900 doses of the Moderna COVID-19 vaccine were compromised.

An investigation is underway to determine why the alarm system on the freezer didn't work. @7News 

https://t.co/qBLlqeIcfq",0,0,
660,LACA,Async,0-25,VaccineKills,@VennyVedivici Yeehaw! Dumb Texans will invest a substance for deworming livestock that they have no idea what’s in it. But refuse to get the science backed covid vaccine because they don’t know what’s in it 😵‍💫.  BYW I live in Texas. 😬,0,0,
