theme	top_25_tweets
OilAndGasExtractionRisks	The Louisiana Land and Exploration Company LLC (LL&E), a subsidiary of ConocoPhillips, is dedicated to enhancing Louisiana wetlands and communities by supporting wetlands-focused research that drives innovative wetlands resiliency.
NeedQuickResponseForClimateCrisis	"Workers have struggled with finances since the start of the  COVID-19 pandemic. Millions of jobs were lost, with promises of return that didn’t materialize. Now millions are still stuck with the repercussion of failed leadership from elected officials and others in positions of power and access. 

If you’re a worker dealing with the continued hardships due to loss of income or can’t find a wage that covers your bills, you can share your story with us today. Tell us about your experience and the way you believe our leaders should respond to help workers.

Click here today: uwunited.org/stories."
NuclearEnergyBenefits	Your legislator, Representative Judy Ambile, was a champion for Colorado’s rivers this legislative session! That means a stronger economy, better resiliency in the face of climate change, and protecting our agricultural heritage. Show your support for our rivers by signing our card today!
EconomicAdvantagesOfRenewableEnergy	"AXPC companies produce American-made energy, lowering emissions, and improving energy security.

To learn more about our organization and join the conversation on America’s energy future, like our page ➡️. "
AdvocateForGreenEnergy	"For 15 years, the 100 Women Strong giving circle has funded initiatives that empower  women and children across Central Florida. 

We give with our hearts and our heads, making strategic investments to tackle the biggest challenges that affect women and children. Our efforts address the root cause of these challenges. That’s how change really happens. We’re looking for a few more great women to join us in making a difference."
PoliticalActivismForRenewableEnergy	The 4-H website is a great resource for all kinds of STEM activities, including the below guide to get young people thinking about engineering and clean power. If you know a 6th-8th grader who’s interested in STEM, have them check out these self-guided lessons:. 
AntiWoke	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses a Facebook whistleblower, China's economy, & more!

The TPUSA LIVE team is joined by host, Jon Root, and special guests Colton Duncan and Morgan Zegers as they talk about bridging the divide in our country, 'What in the World Wednesday' and more!

On The Frontlines host Isabel Brown sits down with Avery Severson about her story starting a TPUSA chapter on campus and watch SMASH with MAGA Hulk, Stephen Davis as he breaks down mainstream music and how it's corroding our minds. 

We will wrap up the show with POPlitics with Alex Clark as she dives into the Squid Game, the couch guy from TikTok, Jojo Siwa & more!"
CallsToInvestInRenewableEnergy	"Fellow Virginians,

My Grandfather always told me to speak ""the plain truth of things"".  Simple, straight forward and to the point.  Many of you received the results of our 2021 Restore Virginia Now Candidate Survey, click here to view.

In a few short hours we received hundreds of emails back with one simple question- What are the voting records of those seeking the Republican Nomination in the State Convention? 

You asked for it, so here it is.

Now keep in mind many candidates have never been in office before, so they have no legislative record, but for those that have been elected before, here at the Virginia Constitutional Conservatives we keep track of every vote lawmakers cast of key issues.

Because, to speak the 'plain truth', past performance is the best indicator of future performance, but even more so, the last thing anyone should ever do is reward poor political behavior. 

Scanning our database, here are key facts to keep in mind as the Virginia State Convention looms near-
 

-In the 2018 Special Session, then Speaker Kirk Cox, and now Gubernatorial Candidate Cox, led the effort to pass the Obamacare Expansion in Virginia, which in turn funded millions to Planned Parenthood to kill babies.  Don't believe us?  here is a link. 

https://www.whsv.com/content/news/Virginia-lawmakers-vote-to-expand-Medicaid-484085081.html

-In the 2019 Special Session, both Tim Hugo, running for Lt Governor, and Jason Miyares, running for Attorney General,  introduced Red Flag Gun Confiscation Legislation to violate nearly half of the Bill of Rights.  Not only does this unconstitutional scheme violate the 2nd Amendment, but also the 4th, 5th and 6th Amendments.  This effort set the stage for the radical left to pass this gun grab in the 2020 General Session.  Here are some links to read more-  

https://www.princewilliamtimes.com/news/hugo-now-backs-red-flag-gun-law/article_cad6a8ca-bf77-11e9-bea6-fb8304c57809.html

https://www.13newsnow.com/article/news/virginia-beach-delegate-proposes-red-flag-law-for-virginia/291-c7838c54-a9c3-4334-99e2-70dac47db27b

-And then Delegate Glenn Davis, running for Lt Governor, introduced legislation in the 2020 General Session to make it harder for law-abiding citizens to get a concealed carry permit.  His legislation, which then enabled the radical leftists that now control the house to do the same, eliminated online training and mandated in-person training,  The last time I checked the 2nd Amendment neither mentioned training or paying a tax to bear arms.  Here is a link to his legislation. 

https://lis.virginia.gov/cgi-bin/legp604.exe?201+sum+HB142

And even before that, Davis led the effort to create 'gun free' killing zones in Government Buildings.  Here is a link to that.

https://www.virginiamercury.com/blog-va/virginia-beach-republican-to-push-bill-allowing-municipalities-to-ban-guns-in-government-buildings/

And finally, while never elected, Gubernatorial Candidate Glenn Youngkin urged his employees to donate to the Southern Poverty Law Center, a viciously anti-conservative and anti-Christian organization.  You can read about that here.

https://thefederalist.com/2021/03/25/woke-capital-gop-candidate-ex-ceo-once-urged-employees-to-donate-to-the-splc/

You know, after typing this, it seems I am describing the Democratic ticket rather than those seeking the Republican Nomination.

Like I said before, many other candidates do not have public policy efforts on record, but you can read more about their stances on vital issues by clicking here and reviewing the results of our 2021 Restore Virginia Now State Candidate Survey.

https://virginiaconservatives.net/2021-rvn-candidate-survey

In over a dozen years of grassroots politics, one truth stands out- you must never ever reward the poor votes of a politician with your good vote, no matter who they are.

Or else you end up with the inability to tell Party R from Party D.

As we move into the 2021 Primary in the House of Delegates, we will also be shedding the hard light of truth on many candidates and their poor voting record.

For if we hope to Take Back Virginia, the last thing we need is fake conservatives on the ballot.  And you must remember the wise word of King Solomon in Proverbs 22:29-

""Do you see a man who excels in his work? He will stand before kings; He will not stand with unknown men.""

To read more on our efforts to take back the State House of Delegates, and what you can do to help us, click here to join us in working to Restore Virginia Now.

https://www.restorevirginianow.com/

In Liberty,

S. Chris Anders
Director
Virginia Constitutional Conservatives
https://virginiaconservatives.net/
https://www.facebook.com/virginiaconservatives/ 
 
PS- We have a hard fight ahead to take back Our Virginia. For the past 18 months we have been training and preparing for the 2021 State Election Cycle.  But we could use your help.  We have the trained activists and members in place to rip the Richmond Radicals from power, but we need ammunition. And in politics, your donations are that ammunition.  Will you click here to support our efforts to Restore Virginia?  For many of you donating $5,000 is easy and for others $50 is hard.  I get that.  But no matter the amount you are able to give, know that every dime will fund our effort to take back OUR Virginia.

https://donorbox.org/restore-virginia-now

Thank you and God Bless. "
EconomicAdvantagesOfOilAndGas	ACT NOW: Senator Bradley supports legislation that would raise our electricity rates and give more power to transmission line companies.
NeedQuickResponseForClimateCrisis	"Kentucky politicians are trying to raise the gas tax again? 
Lawmakers overspent and now they’re trying to make us pay for it, but Kentuckians can’t afford to pay more at the pump!
 
Click here to learn more and say NO to a gas tax increase!"
LegislatorsMustActAgainstClimateChange	There was corruption. There was mismanagement. And legislators passed a law to fix it. It got vetoed because political power doesn’t always care whether something is corrupt and mismanaged, so long as the right people want it. But one group set the expectation that things needed to change and won an important reform.
EconomicAdvantagesOfOilAndGas	"An Online Panel Discussion by and for U.S. Military Veterans

U.S. military veterans are invited to an online panel discussion, “Electric Vehicles, National Security and American Jobs,” 7-8:30 p.m. ET, Tuesday, Nov. 9.

Hear from leading experts about the national security risks and economic costs of our dependence on oil, and learn how U.S. investments in electric vehicles and charging infrastructure can mitigate defense and security challenges and support American jobs, including for veterans.

Featured speakers include:
- Admiral Dennis C. Blair, retired Commander in Chief, U.S. Pacific Command
- Rep. John Szoka, North Carolina General Assembly; retired Lieutenant Colonel, U.S. Army

7-8:30 p.m. ET, Tuesday, Nov. 9. "
AgencyToStopClimateChange	Pipeline operators ensure the safety of pipelines whether they’re old or new through advanced technology and 24/7 monitoring to help protect the environment.
StopOilPollution	“As a pulmonologist, I’m disheartened during hot, polluted summer days when my patients tell me the air is making it harder for them to breathe — and even worse, when it sends someone to the hospital. “. 
AntiWoke	"New York Republican Chairman Nick Langworthy continues his statewide “Just Say No” tour in Rensselaer to highlight the Party’s opposition to the November election ballot propositions. #JustSayNoNY

Steve McLaughlin
Rensselaer County GOP. "
TackleClimateChange	The eco-Left wants to spend green to go green to make you pay more green.
NuclearEnergyBenefits	"📢 📢 📢  Calling All Progressive Candidates! Ready to run? Already running? Train with re:power!

We're launching a public candidate training series next month! The application deadline is Tuesday, March 30 -- so apply today!

Participants who complete this training series will have the skills and tools necessary to build a campaign plan and launch their campaign infrastructure. You will learn about the critical components of a political campaign -- planning, targeting and base building, budgeting and fundraising, direct voter contact, media and values-based messaging, and more...much more!

https://bit.ly/3c8RFoO. "
TackleClimateChange	Wyoming needs move its economy beyond fossil fuels, and fast. Find out how Albany County can do its part, and how you can help.
AntiWoke	Join Us for Freedom Square powered by Turning Point USA—LIVE from Dream City Church in Phoenix, Arizona— empowering American Christian leaders and faithful with the resources, training, and knowledge they need to engage in civics to strengthen families, communities, and our nation!
EconomicAdvantagesOfRenewableEnergy	Your legislator was a champion for Colorado’s rivers this legislative session! That means a stronger economy, better resiliency in the face of climate change, and restoring our rivers. Show your support for our rivers by signing our card today!
AdvocateForGreenEnergyPoliticalAction	🇺🇸🇮🇱 Drilling Now for Israel's Energy Independence. Inspired by Scripture (Gen 45 & Deut 33) and Informed by Science. 
EconomicAdvantagesOfOilAndGas	"Halloween is just around the corner and we are celebrating with a spooktacular giveaway! 🎃 Enter for a chance to win a family gift pack including a $100 Texaco gas card & four Ama pizzas. The rules are simple:
 
👻 Follow us on Facebook
👻 Comment below with a photo of you (or your keiki) in a Halloween costume!
 
That’s it! 🎉 Winners will be contacted and announced on Monday, November 1. This giveaway is not sponsored, endorsed by, or associated with Facebook."
NuclearEnergyBenefits	For 15 years, the 100 Women Strong giving circle has funded initiatives that empower  women and children across Central Florida. We give with our hearts and our heads, making strategic investments to tackle the biggest challenges that affect women and children. Our efforts address the root cause of these challenges. That’s how change really happens. We’re looking for a few more great women to join us in making a difference.
SupportForNuclearEnergy	Grassroots advocacy is essential to the advancement of nuclear carbon-free energy, says fmr. Asst. Sec. for the Office of Nuclear Energy Dr. Rita Baranwal. Watch her latest interview to learn more about the vital role advocates like you can play in ensuring that all carbon-free energy sources, including always-on nuclear power, are part of the clean energy conversation.
AgencyToStopClimateChange	"Fellow Patriots,

You need to mark your calendar for Tuesday, August 3, 2021 for the Special Meeting of the Virginia Constitutional Conservatives.

Held at the Hamilton Station Gastropub, 17416 Hamilton Station Rd in Hamilton Virginia, from 6:30pm till 9:30pm, we will be discussing-

Our 2021 State Election Cycle effort- Restore Virginia Now.
Our Defeat of the 'home-made' gun ban in the 2021 Session
Upcoming battles by the Virginia Gun Rights Task Force
And our Special Guest, Virginia for Educational Freedom, to discuss their efforts to pass school choice and end the government monopoly on education in Virginia. 
There are vital actions you must take to not only stop the far left radicals, but to rip them from power and restore your rights as citizens of the Commonwealth of Virginia.

I look forward to seeing all of you on August 3rd."
AgencyToStopClimateChange	I don't know who needs to hear this, but our relationship with gas doesn't pass the vibe check.
TackleClimateChange	"Today, we celebrate Constitution Day. It commemorates the formation and signing of the U.S. Constitution on September 17th, 1787.  

Our founding fathers realized first-hand what life was like under tyranny. It is the whole reason they came to this land. They wanted freedom.

Our constitution was created with the intention to protect the people from its government. It gives power to the individual and places limits on the government. It is unlike anything else in the world and is fundamental to preserving our values. 

It seems like many have forgotten that over the last last 20 years. Concepts like free speech are punished on college campuses. Freedom of the press is censored on social media. State and individual rights are encroached upon daily by federal agencies. And even this week, President Biden completely overstepped his power with vaccine mandates. 

We the People of the United States of America need to defend our freedom, our rights, and the constitution. Our children must learn about it in school. If they aren’t aware, they will naively give it away to those who seek to abuse their power.

For a citizen government to be successful, we all need to be engaged every day. It is essential to elect conservatives at all levels of local, state, and federal government. We must hold our elected leaders accountable.

Today, let’s celebrate those God-given freedoms we cherish. Let’s honor our founding fathers by protecting what they entrusted us with. It is not just a piece of paper. It is our values, our ideals, our way of life. It is America.

If we don’t, as Ronald Regan said, “our freedom is only one generation away from extinction.”

Idaho Young Republicans stands resolute in protecting our constitution. We ask you to join us at www.idahoyr.com/join.

God Bless Idaho and God Bless the United States of America!"
SouthwestGasInvestment	"TPUSA LIVE is the unfiltered, grassroots alternative to mainstream media. Watch daily shows, live in-studio content from TPUSA HQ and weekly shows covering politics, pop-culture, sports and everything in-between. Tune in every weekday starting at 5 PM ET / 2 PM PT.

Check out today’s show! 

Human Events Daily host Jack Posobiec discusses Southwest Airlines' Freedom Flu Protest, digital currency, leaked White House audio and more!

The TPUSA LIVE team is joined by host, Jon Root, and special guests Charlie Kirk, Eric Metaxas and Tennessee Senator Marsha Blackburn who will talk about Eric Metaxas’s new book, “Is Atheism Dead?”, China, our woke military, and more!

Breakaway host Jon Root sits down with professional baseball player Dennis Sarfate and watch RELOADED with Paige Roux as she covers how to properly conceal carry. 

We will wrap up the show with POPlitics with Alex Clark as she dives into Kourtney and Travis' engagement, bizarre Bieber beauty and more!"
InroadsMadeByRenewableEnergy	"World’s Best Wednesday🏆enjoy your cup of coffee☕️ this morning with a good laugh! 

#memes😂 #officememe #officememes #michealscott #wednesday #gabelewis #energy #environment #sustainability #gop #kellykapoor #stanleyhudson #dwightschrute #climate #change #kevinmalone #worldsbestboss. "
ClimateActionDonation	"California’s farms help feed the nation, but not everyone has equal access to the healthy foods they produce. 

Climate change and toxic pesticides threaten our food and put farmworkers, children, and communities at-risk. 

We need to create a healthier, more equitable, just, and climate resilient food system in California."
AdvocateForGreenEnergy	"Did you know you can submit a customized comment to the Forest Service about reinstating the Roadless Rule? 

And if you do submit a personalized comment through seacc.org/roadless, you could win a Wild Alaskan Seafood Medley Box from Alaskans Own (plus, many other prizes).

No time? We have four pre-written comments to the Forest Service seacc.org/roadless. Choose from a focus on 1) recreation on the Tongass, 2) the economic benefit of keeping the Tongass intact, 3) the Tongas crucial role in climate change, or 4) subsistence for Southeast Alaskan communities.

Happy commenting! 

#SaveOurRoadlessForest #ProtectTheTongass. "
ChallengesFacingRenewableEnergy	What’s the safest way to transport oil? According to environmentalists, progressive politicians, and the media, it’s anything but pipelines. Are they right?
BuildBetterAct	ENERGY ACTION ALERT: Protect affordable energy and consumer choice in New York. Sign the petition today!
GreenEnergySavesMoney	"We're returning to a state of ""normal."" Oklahoma is reopening, we're seeing solid COVID-19 vaccination rates and the school year is winding down.

Drivers hitting the road this summer will be met with higher gas prices. At the end of April, the national average for gas increased to $2.94 per gallon. Unfortunately, oil & natural gas producers have no say in the value of the product they produce — supply and demand still rule. But Oklahomans can rest assured producers, refiners and transporters are all working around the clock to ensure the needs of drivers are met daily. 

Read more from Petroleum Alliance President Brook Simmons: https://bit.ly/2SAXRQd. "
PoliticalActivismForRenewableEnergy	Science Mom, Dr. Melissa Burt, talks to Jen, a mom of two in Colorado, about how climate change is causing longer lasting, more severe droughts, how it makes her feel, and what moms can do to help. #LaterIsTooLate. 
GreenEnergyWorks	#PrivateEquity is investing in a sustainable future - including projects that deliver cleaner water and energy. Join us for The Hill's Sustainability Imperative Summit and learn more: https://thesustainabilityimperative.splashthat.com/. 
EconomicAdvantagesOfRenewableEnergy	“These are challenging and unprecedented times. We need bold, new initiatives like OpenET to solve our water resources problems.”—Justin Huntington, watermapper, research professor DRIScience.
AdvocateForGreenEnergy	Leo Vasquez, Chair of the Texas Department of Housing and Community Affairs, joins Andrea Gomez and Orlando Sanchez for an hour of lively conversation.
SupportForRenewableEnergy	Electric vehicles produce less carbon, which means less pollution, and a healthier planet for our children to grow up in. Also, they’re just plain cool. Swipe to learn more about our potential future.
EconomicAdvantagesOfRenewableEnergy	Eric’s a liberal environmentalist. Daniel doesn’t believe in climate change. But they can both agree on a better way to heat and cool their homes.
AdvocateForGreenEnergy	California Department of Water Resources Drought Manager, Jeanine Jones, answers questions on recent storm.
AdvocateForGreenEnergy	"Addison County residents - you can help reduce your carbon footprint by switching to natural gas 🌲 🌎

Still using fuel oil? 🤔

According to the U.S. Energy Information Administration the burning of natural gas for energy ""...results in fewer emissions of nearly all types of air pollutants and carbon dioxide (CO2) than burning coal or petroleum products to produce an equal amount of energy.""

There's a smarter way to fuel your home and it starts with natural gas ✅

Sign up for a free, at-home estimate today!"
AntiWoke	Christopher Columbus, the most famous explorer in history, was once a celebrated hero. Now, many consider him a villain, a despoiler of paradise. So which version of Columbus is true?
GreenEnergyWorks	Growing U.S. offshore wind presents enormous economic opportunities for the maritime industry and made-in-America vessels.
TackleClimateChange	"First, DC liberals spent trillions of our dollars. Now, Americans are facing record inflation and are paying more for gas and groceries. Their plan now: Nancy Pelosi and her liberal allies are pushing for new tax hikes and another socialist healthcare plan.
 
Click below and sign up to tell Haley Stevens enough is enough."
CallsToInvestInRenewableEnergy	Diesel buses spew dangerous pollution that causes asthma and other health problems. That pollution is worse inside the bus—where our children are breathing—than outside the bus. Diesel buses also add to global warming and climate heat. That’s why Moms—and students!—want clean, electric school buses.
CallsToInvestInRenewableEnergy	AMP knows the right energy policies keep energy reliable for all Michiganders, empower Michigan businesses, support local jobs, and strengthen our economy. That’s what we’re fighting for.
OilAndGasExtractionRisks	"Will the school board ever grow up? They need the power to face unpleasant facts. 

The school district spending is out of control and is based on deceiving taxpayers into taxing themselves at ever-higher rates. 

“The chickens have come home to roost.”

The school district should be grateful for what it has got instead of constantly raising taxes every 4 to 5 years, for the last 50 years!

Bellbrook does not have a funding problem, it has a spending problem.

If the board members are as smart, as they say, they are, think they are, then why haven't they realized you can not keep ripping people off by taxing the homes 🏡 they live in?

Guilting taxpayers into paying more for the same is the tactic of the ill-informed and entitled. 

As even retired teachers have said, this is about supporting the lifestyles of, arguably overpaid, over benefited, public employees. 

It has to end, the well has run dry. There is no money 💰 tree 🌲 to harvest the cash needed to cover these lavish wages, Cadillac benefits, bonuses, sick days, pickups, and pensions.

All public employees need to respect the taxpayer and view them more than ATMs.

Say what you want, taxes are way too high and the largest most undisciplined, selfish spender,  is the school district. 

The board needs to get a grip and accept responsibility. The board needs to accept the outcome of the last 3-elections.

NO MEAND NO!

The unpleasant fact is they need to knock off the arrogance and get down to managing the $31,000,000.00million dollars they have to educate 2700 children.  

It's not as if the money isn't already there.

If they find themselves unable to deal with it, then they should step aside so others can step in, with fresh new ideas, and get the job done within the current generous budget.

The vote yes people have no special qualifications to tackle budgets, they are pretenders who can not be trusted. They only know how to spend more. They are not as smart as they think they are.

Be smart. Be thrifty like a farmer. VOTE NO on May4th! Please join the Bellbrook-Sugarcreek Property Tax Revolt of 2021.

Stop 🛑 taxing yourself, your friends, and your neighbor's 🏡 homes.

VOTING NO is the well-informed choice.

NO MEANS NO!"
GreenEnergyWorks	"The cement and concrete industry’s Roadmap includes all five of the critical phases in the cement-concrete life cycle in an effort to achieve carbon neutrality across the value chain. 

Learn more at shapedbyconcrete.com."
TackleClimateChange	Shorter winters and higher temperatures are making some activities more risky.
EconomicAdvantagesOfOilAndGas	Did you know if your household went full electric, it could cost more than $25,600 to replace major appliances? Watch this video and learn about the benefits of using natural gas.
AdvocateForGreenEnergy	Watch firsthand account of the battles faced by fishers and fish workers as they are faced with declining fish populations, increasingly common extreme weather events and disruptions due to climate change.
AdvocateForGreenEnergy	🚨NEW HAMPSHIRE, to make change we need your help🚨. 
GreenEnergySavesMoney	Pipelines are designed to meet or exceed stringent federal and state regulations covering pipeline material, strength and thickness. The high-grade steel used helps to provide safe and reliable transportation for crude oil.
SupportForOilAndGas	The Virginia Oil and Gas Association is proud to announce the Virginia Hot Christmas Meal Project. Starting this week the Association will be providing 1350 hot meals to people in need across the Commonwealth. https://www.vaoilandgas.com/2021-hot-meal-project.html. 
TackleClimateChange	Can anyone name ANYTHING Kathy Hochul has done to bring down the cost of food or gasoline? She could SUSPEND the gas tax and pull the plug on the absurd proposal to raise the gas tax by 55 cents per gallon to the highest rate in the country! There are actually many options to lower New York’s energy costs, but Hochul and her friends are doing NOTHING. Tell her to take action at LowerNYGasPrices.com.
ClimateActionDonation	Happy #NationalGrillingMonth! What’s on your menu for your summer cookouts? Leave a comment and tell us what you’re preparing on your #natgas grill. ⬇. 
LegislatorsMustActAgainstClimateChange	"𝗬𝗼𝘂𝗿 𝗯𝗶𝗿𝘁𝗵𝗱𝗮𝘆 𝗶𝘀 𝗰𝗼𝗺𝗶𝗻𝗴 𝘂𝗽 𝘀𝗼𝗼𝗻! 🎉🎈 Did you know that you can ask your friends and family to support organizations that are working to fight climate change – in honor of your special day?

When you create a Facebook Fundraiser for Food & Water Watch on your birthday, you can make an even BIGGER impact in the fight for safe food, clean water and a livable future! Click the button below and search for “Food & Water Watch” to get started."
SupportForRenewableEnergy	Our 2020 Sustainability Report reflects robust ESG performance, including strides we’ve made in safety, environmental and community efforts.
AdvocateForGreenEnergy	Looking for better, cleaner, and safer energy? Bioheat® fuel is the lowest carbon heating fuel available in NY right now and is on its way to net-zero carbon emissions by 2050. Reach out to your fuel provider to ask for Bioheat® fuel today! #bioheat #bioheatfuel. 
EconomicAdvantagesOfRenewableEnergy	Williams is excited to join Greentown Labs as the first midstream corporate partner to support cleantech entrepreneurship that will accelerate the transition to a low-carbon future.
NeedQuickResponseForClimateCrisis	The plan for a government-takeover of Maine’s power grid would cost $13.5 billion. That’s more than $17,000 in debt for average customer. What do you think of the plan? Take our poll: https://bit.ly/31N2eg2. 
AntiTax	Inflation isn’t going anywhere until the Biden Administration changes their policies.
RenewableEnergyGrowth	"All Peoples Green Sanctuary Committee!

If you are interested in environmental justice, saving trees, clean water, solar power, recycling, sustainable policies in government and utilities companies – we invite you to join our next Green Sanctuary Committee meeting on ZOOM Thursday Oct 28th at 6PM. 
Email Debby Sublett at debbysublett@aol.com to receive the ZOOM link."
ReduceEmissions	"October 8th is #NationalHydrogenandFuelCellDay. Today, we celebrate advancements in hydrogen fuel - a clean, safe, and innovative way to combat climate change and lower carbon emissions. 

SoCalGas is championing #hydrogen development for California’s homes and businesses, because we believe in clean, safe, and reliable energy for tomorrow."
GreenEnergySavesMoney	"📣🌞Act now and get $75 off your next bill when you sign up with Arcadia. 

Our simpler sign-up, streamlined billing, and top-rated team allow anyone to add solar to their local power supply — while earning savings on monthly power bills."
ChallengesFacingRenewableEnergy	The Iowa public school system has MANDATED Critical Race Theory and Dennis reviews a shocking document that the state’s teachers are forced to use.
AgencyToStopClimateChange	"Marcus Mighty works in turbine services at Dresden Station, helping to power Illinois – and community services across the state. 
He knows how important it is to keep these critical resources available for all our communities."
ReduceEmissions	Think manmade climate change is making severe weather worse? Think again. Atmospheric scientist and meteorologist Neil Frank shares the real facts about hurricanes:. 
RenewableEnergyGrowth	"Renewable Natural Gas (RNG) made here in Vermont 👍 🌎

RNG is created from methane produced from organic materials in landfills, wastewater treatment facilities, and farms!

Customers can simply sign up to purchase renewable attributes of RNG for a percentage of their natural gas usage 📈 📊

Use our RNG Adder Calculator to find the right percentage based on your budget & energy use 🏡

Visit our site to learn more about RNG and enroll in the VGS Renewable Natural Gas Program!"
AdvocateForGreenEnergy	"Qualifications:

• High school or equivalent (Preferred)
• Customer Service: 2 years (Preferred)
• Computer Skills: 2 years (Preferred)

Full Job Description:

We are looking for a reliable, positive personality, positive energy, customer oriented Front Desk Associate for our growing solar energy company. Starting pay can vary from $25,000 to $35,000/yr. depending on experience and skills. We are looking for someone that is well-presented, is patient with customers, and will go above and beyond to get the job done. 40 hr. work week.

Here is what we are looking for:

1. Personable and Energetic
2. Dependable and on time!
3. Able to work well with others
4. Organized and Trainable
5. Loves to help people

What the job entails:

1. Daily opening office processes
2. Working one on one with customers
3. Scheduling appointments for customers
4. Calling permitting and utility entities for information
5. Answering phones and filing, including digital filing
6. General office cleaning
7. General office tasks, (faxing, mailing, emails, etc.)
8. Daily closing office procedures.

This position also will include applying for building/electrical permits and utility applications for solar compatibility.

Job Type: Full-time, 9 AM to 5 PM, Monday to Friday.

Pay: $25,000 to $35,000/yr. DOE

Education:
• High school or equivalent (Preferred)

Experience:
• Customer Service: 2 years (Preferred)
• Computer Skills: 2 years (Preferred)

Work Location:
• One location

Work Remotely:
• No. "
AgencyToStopClimateChange	"✌ critical problems drive up the cost of health care:

1️⃣  A lack of price transparency 

2️⃣ The bureaucratic middlemen getting between patients and their doctors.

Fortunately, there is a path for policymakers to reform our system to ensure patients are in charge of their care by knowing prices before services are provided and creating more options that bring patients and doctors together."
OilAndGasExtractionRisks	"The ruling party is finally admitting that we can’t operate a 21st century power grid with solar and wind power alone. 

They’ve been dismantling gas and nuclear power plants for years. They’re quietly adding 5 new natural-gas power plants so we can keep the lights on. 

https://youtu.be/BSe9qAMl5-E. "
LegislatorsMustActAgainstClimateChange	"This morning, the House was supposed to vote on bipartisan legislation to help fund NASA—a bill I supported as a member of the Science, Space, and Technology Committee.

Instead, Democrats decided to gut the bill and replace it with radical legislation that would nationalize our election systems, completely disregard the voter laws states already have in place, and fund political campaigns with billions of taxpayer dollars.

I believe every American citizen should be able to safely and freely make their voice heard at the ballot box, but this legislation is just another attempt by Democrats to destroy our institutions and maintain power in Washington."
PoliticalActivismForRenewableEnergy	"Who holds the BOSS accountable? Care Workers do!

Care Workers created CCWU to advocate for industry wide improvements — AND WE’RE WINNING! These victories are just the beginning. Join the movement to make lasting change for this ESSENTIAL industry!

✅  $15/HOUR MINIMUM WAGE FOR DIRECT CARE WORKERS: This is a huge victory and an important step forward to securing the respect and dignity care workers in our community deserve.

✅  WHISTLEBLOWER PROTECTION PUBLIC HEALTH EMERGENCIES BILL: This bill ensured our autonomy as frontline workers and protected us as we evaluated bad actors in our industry that needed reform. This bill assured us that we were cared for too.

✅  THE HEALTHY FAMILIES AND WORKPLACES ACT: Because of the power of our collective voices, SB 20-205 a bill which guarantees paid sick leave for front line workers, passed!

✅  AN ACT TO STRENGTHEN & ENHANCE THE HOME CARE WORKFORCE: In 2019, care workers and allies helped pass SB 238, a bill that would raise wages for home care workers.

We know that these victories are only the beginning. Call the Care Worker Hotline: Let us know what's going on at your workplace and join the fight for lasting change!"
ChallengesFacingRenewableEnergy	The Great Lakes are reaching record warm temperatures, which could generate more lake-effect snow and threaten fish habitats. 
TackleClimateChange	SAGE is the first Indigenous-owned public power company, run by a female-lead board of directors. We are creating renewable energy to benefit future generations. Join us in our mission to leave a legacy on native land: https://anpetuwi.com/. 
EconomicAdvantagesOfRenewableEnergy	Did you know that the price of crude oil is one of the biggest determining factors of gas prices? Learn more about the way gas prices are determined. 
GreenEnergySavesMoney	Biofuels are the future of renewable energy. Follow along →. 
EconomicAdvantagesOfRenewableEnergy	500 member companies providing more than 50,000 Alaskan jobs through responsible oil, gas and mining development.
OilAndGasExtractionRisks	Several scientists have gone on record saying that while climate change is real, the doomsday scenarios are not.
SupportForOilAndGas	"Inspired by Scripture (Gen 49 & Deut 33)
Zion Oil & Gas, Inc. (OTCQX: ZNOG) envisions an Israel that is energy independent from onshore oil and gas finds that have been Biblically promised to Israel."
DemocratOutreach	"“Angel at my table”
Look at this painting.
This painting captures the essence of why the VOTE NO movement fought so hard to protect our communities greatest asset, our Senior citizens.

Jim Renacci will protect our Senior citizens if elected Ohio’s next Governor.

Jim listened and implemented into his platform, what the supporters of the VOTE NO movement were trying to protect. 

If elected he will stop 🛑 all personal property taxes on all Senior citizens in Ohio!

I am asking every VOTE NO supporter to help elect Jim our next Governor.

""An Angel At My Table"" 
(portrait of artist's mother)
Miriam Escofet(b.1967,Barcelona)
Oil on linen over panel, 100 x 70 cm. "
ReduceEmissions	"Residents of Addison County are going to want to take advantage of this unique opportunity 👀

For a limited time we are offering $500 cash to eligible households just for switching to natural gas 💵 💵 💵

How do you get your $500?
✅ Click [Learn More]
✅ Review the Coverage Map
✅ Sign up for a free estimate
✅ Receive $500 cash once the conversion is complete

In order to receive $500 you must...
✔️ Sign up before 03/31/22
✔️ Turn on your meter before 09/30/22

So don't wait, sign up for a free estimate today!"
NeedQuickResponseForClimateCrisis	Lake County officials need to know residents are overburdened with taxes, and raising the price of gas is not the way forward. Tell your lawmakers to oppose this proposed tax hike!
